Spend line id,Source row count,Entity,Cluster,Country,Year,L1,L2,Supplier name,Net spend
spend_376c783ad8e44f88,6,Demo Iberia Distribution,South,Portugal,2024,Office,Office supplies,Demo Supplier 055,8038.53
spend_97f7a2fa990806f1,7,Demo Iberia Distribution,South,Portugal,2024,Office,Office supplies,Demo Supplier 056,5349.51
spend_6790815b7b126c47,2,Demo Iberia Distribution,South,Portugal,2024,People,Recruitment,Demo Supplier 033,9428.81
spend_134c57dd80fd8222,2,Demo Iberia Distribution,South,Portugal,2024,People,Recruitment,Demo Supplier 034,13781.43
spend_70b1c6867cf5db00,4,Demo Iberia Distribution,South,Portugal,2024,People,Recruitment,Demo Supplier 035,39846.51
spend_85c6bb1c7433d150,6,Demo Iberia Distribution,South,Portugal,2024,People,Temporary labour,Demo Supplier 041,29573.44
spend_2e98795290d7a9b3,1,Demo Iberia Distribution,South,Portugal,2024,People,Temporary labour,Demo Supplier 042,4691.74
spend_2196a33ec0dd0b4f,3,Demo Iberia Distribution,South,Portugal,2024,People,Temporary labour,Demo Supplier 043,9129.61
spend_3fb27a3f6fcda6e5,2,Demo Iberia Distribution,South,Portugal,2024,People,Temporary labour,Demo Supplier 044,15742.4
spend_f585dca53bb6a987,2,Demo Iberia Distribution,South,Portugal,2024,People,Training,Demo Supplier 037,4049.22
spend_1887ba172b4c81c4,3,Demo Iberia Distribution,South,Portugal,2024,People,Training,Demo Supplier 038,4337.28
spend_a4a08a6e39a5a861,1,Demo Iberia Distribution,South,Portugal,2024,People,Training,Demo Supplier 039,3626.31
spend_e250f2adcc2027c6,2,Demo Iberia Distribution,South,Portugal,2024,People,Training,Demo Supplier 040,4475.41
spend_1bd4cfe6184123ab,1,Demo Iberia Distribution,South,Portugal,2024,Professional services,Consulting,Demo Supplier 025,11797.03
spend_309913990546eb16,1,Demo Iberia Distribution,South,Portugal,2024,Professional services,Consulting,Demo Supplier 026,2251.48
spend_956486b72d562ccc,1,Demo Iberia Distribution,South,Portugal,2024,Professional services,Consulting,Demo Supplier 027,9117.37
spend_2bf28fe1bc3c720b,3,Demo Iberia Distribution,South,Portugal,2024,Professional services,Consulting,Demo Supplier 028,19247.69
spend_f843b7940eaa1b34,3,Demo Iberia Distribution,South,Portugal,2024,Professional services,Legal and audit,Demo Supplier 029,27026.22
spend_1be0485e2e770418,2,Demo Iberia Distribution,South,Portugal,2024,Professional services,Legal and audit,Demo Supplier 030,18457.2
spend_aa7eca891dfbf7cd,1,Demo Iberia Distribution,South,Portugal,2024,Professional services,Legal and audit,Demo Supplier 031,7023.92
spend_3ec90342ec2f4142,1,Demo Iberia Distribution,South,Portugal,2024,Professional services,Legal and audit,Demo Supplier 032,10441.13
spend_22db4b6eb7f2f4b3,1,Demo Iberia Distribution,South,Portugal,2024,Utilities,Electricity and gas,Demo Supplier 049,11503.88
spend_57ee1fde2fd32480,1,Demo Iberia Distribution,South,Portugal,2024,Utilities,Electricity and gas,Demo Supplier 051,8325.74
spend_bbf39766cff9c40e,3,Demo Iberia Distribution,South,Portugal,2024,Utilities,Electricity and gas,Demo Supplier 052,-7637.65
spend_ec547021a1516f24,3,Demo Iberia Distribution,South,Portugal,2025,Facilities,Building maintenance,Demo Supplier 001,28089.88
spend_26de906491d4fe47,6,Demo Iberia Distribution,South,Portugal,2025,Facilities,Building maintenance,Demo Supplier 002,46042.54
spend_f29855a1f84019e0,4,Demo Iberia Distribution,South,Portugal,2025,Facilities,Building maintenance,Demo Supplier 003,11841.09
spend_e791cc649866122d,3,Demo Iberia Distribution,South,Portugal,2025,Facilities,Building maintenance,Demo Supplier 004,17265.92
spend_dbcdde4e22d8d272,7,Demo Iberia Distribution,South,Portugal,2025,Facilities,Cleaning and security,Demo Supplier 005,18282.74
spend_b7090068d636d70a,2,Demo Iberia Distribution,South,Portugal,2025,Facilities,Cleaning and security,Demo Supplier 007,14689.96
spend_578c901e95eb6a63,2,Demo Iberia Distribution,South,Portugal,2025,Facilities,Cleaning and security,Demo Supplier 008,9543.58
spend_9c12de03a1a71a29,2,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Hardware,Demo Supplier 013,5023.01
spend_c73d9e822ceb3abd,2,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Hardware,Demo Supplier 014,9173.33
spend_0d67f59d037cf964,4,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Hardware,Demo Supplier 015,14195.93
spend_7f0d9b34af842c97,2,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Hardware,Demo Supplier 016,10340.97
spend_e34f68d40ae02236,3,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Software licensing,Demo Supplier 009,22924.77
spend_266f65ef332afd16,6,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Software licensing,Demo Supplier 010,15783.92
spend_eab4cb2da07c7cea,7,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Software licensing,Demo Supplier 011,50749.76
spend_00105359f2389b72,3,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Software licensing,Demo Supplier 012,19752.26
spend_d1f7c9d6356ed089,1,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Telecommunications,Demo Supplier 017,2766.45
spend_9a30a04f31c2ae34,1,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Telecommunications,Demo Supplier 018,7225.07
spend_62376b7b9506f906,4,Demo Iberia Distribution,South,Portugal,2025,IT and telecom,Telecommunications,Demo Supplier 019,21728.15
spend_53356b0f7b9cd986,6,Demo Iberia Distribution,South,Portugal,2025,Logistics,Freight and courier,Demo Supplier 021,52842.97
spend_704ca66216bb1b94,3,Demo Iberia Distribution,South,Portugal,2025,Logistics,Freight and courier,Demo Supplier 022,29008.3
spend_a65a9172ef1012d9,2,Demo Iberia Distribution,South,Portugal,2025,Logistics,Freight and courier,Demo Supplier 023,35001.47
spend_9c18e3f35a9a3b72,7,Demo Iberia Distribution,South,Portugal,2025,Logistics,Freight and courier,Demo Supplier 024,66058.78
spend_65205252f3837f13,2,Demo Iberia Distribution,South,Portugal,2025,Marketing,Advertising and media,Demo Supplier 045,14979.24
spend_12eb59d424dba624,2,Demo Iberia Distribution,South,Portugal,2025,Marketing,Advertising and media,Demo Supplier 046,12970.91
spend_4157880380acabcb,2,Demo Iberia Distribution,South,Portugal,2025,Marketing,Advertising and media,Demo Supplier 047,5788.6
spend_9124ea6f5998bfb2,2,Demo Iberia Distribution,South,Portugal,2025,Office,Office supplies,Demo Supplier 054,2771.8
spend_21ba5ff3d47197ed,3,Demo Iberia Distribution,South,Portugal,2025,Office,Office supplies,Demo Supplier 055,2991.45
spend_0f0a92687b187cca,5,Demo Iberia Distribution,South,Portugal,2025,Office,Office supplies,Demo Supplier 056,5664.98
spend_7aa642ff6113435b,1,Demo Iberia Distribution,South,Portugal,2025,People,Recruitment,Demo Supplier 033,3541.24
spend_46e1389b5ccce5af,1,Demo Iberia Distribution,South,Portugal,2025,People,Recruitment,Demo Supplier 034,4186.85
spend_e57406f18df6c7a2,2,Demo Iberia Distribution,South,Portugal,2025,People,Recruitment,Demo Supplier 035,7408.38
spend_644ad8bcf604e97a,6,Demo Iberia Distribution,South,Portugal,2025,People,Recruitment,Demo Supplier 036,20973.08
spend_6ea8373e4a104091,3,Demo Iberia Distribution,South,Portugal,2025,People,Temporary labour,Demo Supplier 042,20649.05
spend_8f30540a23995ea6,1,Demo Iberia Distribution,South,Portugal,2025,People,Temporary labour,Demo Supplier 044,8723.95
spend_32582d4da3b2e0b6,1,Demo Iberia Distribution,South,Portugal,2025,People,Training,Demo Supplier 037,890.84
spend_baf7143889ff3c4d,1,Demo Iberia Distribution,South,Portugal,2025,People,Training,Demo Supplier 038,1219.72
spend_d65d1417f2e92e9d,2,Demo Iberia Distribution,South,Portugal,2025,People,Training,Demo Supplier 039,2382.88
spend_23ea790a9027bff0,1,Demo Iberia Distribution,South,Portugal,2025,People,Training,Demo Supplier 040,4921.61
spend_168710a30d358168,2,Demo Iberia Distribution,South,Portugal,2025,Professional services,Consulting,Demo Supplier 025,12601.1
spend_30f0b601dd64cc62,3,Demo Iberia Distribution,South,Portugal,2025,Professional services,Consulting,Demo Supplier 026,44721.15
spend_e7ce10d03a2cf731,4,Demo Iberia Distribution,South,Portugal,2025,Professional services,Consulting,Demo Supplier 027,43496.67
spend_4a2585525034f589,2,Demo Iberia Distribution,South,Portugal,2025,Professional services,Consulting,Demo Supplier 028,18319.51
spend_819fcde294ad33c3,1,Demo Iberia Distribution,South,Portugal,2025,Professional services,Legal and audit,Demo Supplier 029,-6150.39
spend_5d3f81c59bd1ecd7,2,Demo Iberia Distribution,South,Portugal,2025,Professional services,Legal and audit,Demo Supplier 031,31280.13
spend_d9f967abcb9a733b,3,Demo Iberia Distribution,South,Portugal,2025,Utilities,Electricity and gas,Demo Supplier 049,16064.94
spend_5c6290f1f864e280,3,Demo Iberia Distribution,South,Portugal,2025,Utilities,Electricity and gas,Demo Supplier 050,15366.7
spend_1da3ecaf2b603c1a,1,Demo Iberia Distribution,South,Portugal,2025,Utilities,Electricity and gas,Demo Supplier 051,3458.42
spend_a1ae428520cc9fda,1,Demo Southern Support,South,Spain,2024,Facilities,Building maintenance,Demo Supplier 001,5399.18
spend_d0cb39fc6564f390,7,Demo Southern Support,South,Spain,2024,Facilities,Building maintenance,Demo Supplier 002,66414.75
spend_9b32df8a25e307b2,1,Demo Southern Support,South,Spain,2024,Facilities,Building maintenance,Demo Supplier 003,12067.14
spend_3ccae42c21cb3cd9,2,Demo Southern Support,South,Spain,2024,Facilities,Building maintenance,Demo Supplier 004,8489.17
spend_66120f0218505a59,3,Demo Southern Support,South,Spain,2024,Facilities,Cleaning and security,Demo Supplier 005,7467.29
spend_22ce6c52136b00f7,1,Demo Southern Support,South,Spain,2024,Facilities,Cleaning and security,Demo Supplier 006,-1734.64
spend_a4343db65d2beabd,2,Demo Southern Support,South,Spain,2024,Facilities,Cleaning and security,Demo Supplier 007,4455.09
spend_e59e70628f8b7c32,1,Demo Southern Support,South,Spain,2024,Facilities,Cleaning and security,Demo Supplier 008,1629.76
spend_c7a4752d1291d2ec,1,Demo Southern Support,South,Spain,2024,IT and telecom,Hardware,Demo Supplier 013,-623.37
spend_83d6f7ea1768d5d0,1,Demo Southern Support,South,Spain,2024,IT and telecom,Hardware,Demo Supplier 014,2933.45
spend_ea009ace9a1187c1,3,Demo Southern Support,South,Spain,2024,IT and telecom,Hardware,Demo Supplier 015,11441.49
spend_57f46550c9c6d517,2,Demo Southern Support,South,Spain,2024,IT and telecom,Hardware,Demo Supplier 016,10141.79
spend_1d387bd969236e92,3,Demo Southern Support,South,Spain,2024,IT and telecom,Software licensing,Demo Supplier 010,15707.83
spend_eb93f1951a1219df,2,Demo Southern Support,South,Spain,2024,IT and telecom,Software licensing,Demo Supplier 011,12013.32
spend_46f203442a368763,3,Demo Southern Support,South,Spain,2024,IT and telecom,Telecommunications,Demo Supplier 017,7334.52
spend_ca127550e48243c6,1,Demo Southern Support,South,Spain,2024,IT and telecom,Telecommunications,Demo Supplier 019,1337.64
spend_32562de67454b1cd,1,Demo Southern Support,South,Spain,2024,IT and telecom,Telecommunications,Demo Supplier 020,3553.24
spend_dda6c5aed5b400d7,5,Demo Southern Support,South,Spain,2024,Logistics,Freight and courier,Demo Supplier 021,42053.08
spend_1b77c08b816386b8,4,Demo Southern Support,South,Spain,2024,Logistics,Freight and courier,Demo Supplier 022,27938.11
spend_dc125deec9cc9a1a,6,Demo Southern Support,South,Spain,2024,Logistics,Freight and courier,Demo Supplier 023,29936.28
spend_9b528f6a16f1ea99,1,Demo Southern Support,South,Spain,2024,Logistics,Freight and courier,Demo Supplier 024,8771.24
spend_ed2196fdb9219c1d,3,Demo Southern Support,South,Spain,2024,Marketing,Advertising and media,Demo Supplier 045,21465.56
spend_e06d5fdba095640d,2,Demo Southern Support,South,Spain,2024,Marketing,Advertising and media,Demo Supplier 046,12376.24
spend_5c1cd6e20b7a4a9f,2,Demo Southern Support,South,Spain,2024,Marketing,Advertising and media,Demo Supplier 047,8243.88
spend_8bf96e6019ed622f,1,Demo Southern Support,South,Spain,2024,Marketing,Advertising and media,Demo Supplier 048,1277.87
spend_8ab27239377756e8,2,Demo Southern Support,South,Spain,2024,Office,Office supplies,Demo Supplier 053,769.29
spend_153cc5f549a21dae,4,Demo Southern Support,South,Spain,2024,Office,Office supplies,Demo Supplier 054,1833.97
spend_786f2c2ceea773c8,1,Demo Southern Support,South,Spain,2024,Office,Office supplies,Demo Supplier 055,305.2
spend_978573d9df3e0f2e,1,Demo Southern Support,South,Spain,2024,Office,Office supplies,Demo Supplier 056,1954.1
spend_7c763a1801f7b78f,1,Demo Southern Support,South,Spain,2024,People,Recruitment,Demo Supplier 033,3671.19
spend_8a0ff455607ead4a,3,Demo Southern Support,South,Spain,2024,People,Recruitment,Demo Supplier 034,11433.22
spend_d949a9c0f44eaff2,5,Demo Southern Support,South,Spain,2024,People,Recruitment,Demo Supplier 036,17758.76
spend_f31e02e9f168aac8,2,Demo Southern Support,South,Spain,2024,People,Temporary labour,Demo Supplier 041,9891.21
spend_b18b275213290bed,5,Demo Southern Support,South,Spain,2024,People,Temporary labour,Demo Supplier 042,24322.24
spend_e9316174c86e3059,1,Demo Southern Support,South,Spain,2024,People,Temporary labour,Demo Supplier 043,2002.2
spend_1a8d7921725b3a5a,2,Demo Southern Support,South,Spain,2024,People,Temporary labour,Demo Supplier 044,4804.19
spend_f095b386adbf63ec,4,Demo Southern Support,South,Spain,2024,People,Training,Demo Supplier 037,10016.46
spend_9cede21969bb235d,1,Demo Southern Support,South,Spain,2024,People,Training,Demo Supplier 038,1774.5
spend_d5105c6567ce6197,1,Demo Southern Support,South,Spain,2024,People,Training,Demo Supplier 040,1440.36
spend_e19bf856bccc38ce,2,Demo Southern Support,South,Spain,2024,Professional services,Consulting,Demo Supplier 025,6381.37
spend_7c95366e0c6f49ae,1,Demo Southern Support,South,Spain,2024,Professional services,Consulting,Demo Supplier 026,6027.28
spend_0ce5cf1713377263,2,Demo Southern Support,South,Spain,2024,Professional services,Consulting,Demo Supplier 027,24799.83
spend_4dc918f0236420a9,2,Demo Southern Support,South,Spain,2024,Professional services,Consulting,Demo Supplier 028,13960.53
spend_5f7bcbf8f192c5a8,4,Demo Southern Support,South,Spain,2024,Professional services,Legal and audit,Demo Supplier 029,49419.56
spend_e2b70e2287029e48,1,Demo Southern Support,South,Spain,2024,Professional services,Legal and audit,Demo Supplier 030,5147.14
spend_531d4fddbefb223a,1,Demo Southern Support,South,Spain,2024,Professional services,Legal and audit,Demo Supplier 031,3773.52
spend_48ddc54f70b1a765,4,Demo Southern Support,South,Spain,2024,Professional services,Legal and audit,Demo Supplier 032,29842.06
spend_0b8b2ca82704e3f4,2,Demo Southern Support,South,Spain,2024,Utilities,Electricity and gas,Demo Supplier 049,10267.36
spend_035701f36e4832f5,2,Demo Southern Support,South,Spain,2024,Utilities,Electricity and gas,Demo Supplier 050,12804.41
spend_2cd4473b5fea8ff3,3,Demo Southern Support,South,Spain,2024,Utilities,Electricity and gas,Demo Supplier 052,21426.14
spend_2384173ff9c54e5c,2,Demo Southern Support,South,Spain,2025,Facilities,Building maintenance,Demo Supplier 001,15106.43
spend_8224552642aa313b,1,Demo Southern Support,South,Spain,2025,Facilities,Building maintenance,Demo Supplier 002,3501.59
spend_b29983d80ec2f3a7,1,Demo Southern Support,South,Spain,2025,Facilities,Building maintenance,Demo Supplier 003,8663.05
spend_2854bee80c5488a1,1,Demo Southern Support,South,Spain,2025,Facilities,Building maintenance,Demo Supplier 004,7909.99
spend_a290005e9a824160,1,Demo Southern Support,South,Spain,2025,Facilities,Cleaning and security,Demo Supplier 005,2768.46
spend_6c161466632e9344,1,Demo Southern Support,South,Spain,2025,Facilities,Cleaning and security,Demo Supplier 006,2248.01
spend_6c1c0cf9e61fe6a1,2,Demo Southern Support,South,Spain,2025,Facilities,Cleaning and security,Demo Supplier 007,5621.09
spend_823f2a1dd3775400,3,Demo Southern Support,South,Spain,2025,Facilities,Cleaning and security,Demo Supplier 008,15473.31
spend_4bcf50a613b03360,1,Demo Southern Support,South,Spain,2025,IT and telecom,Hardware,Demo Supplier 013,2629.84
spend_bac3e6ed73cceb4d,1,Demo Southern Support,South,Spain,2025,IT and telecom,Hardware,Demo Supplier 015,3616.4
spend_b1c8872e1e379a27,3,Demo Southern Support,South,Spain,2025,IT and telecom,Hardware,Demo Supplier 016,15857.14
spend_b7a4e8b5c79a348a,4,Demo Southern Support,South,Spain,2025,IT and telecom,Software licensing,Demo Supplier 009,14462.57
spend_5ba4d7ab25aa634e,5,Demo Southern Support,South,Spain,2025,IT and telecom,Software licensing,Demo Supplier 010,30532.51
spend_b3978e7d28acc549,4,Demo Southern Support,South,Spain,2025,IT and telecom,Software licensing,Demo Supplier 011,28226.57
spend_ed257ba69a35633a,1,Demo Southern Support,South,Spain,2025,IT and telecom,Telecommunications,Demo Supplier 017,-587.7
spend_0978d75929ff65bc,1,Demo Southern Support,South,Spain,2025,IT and telecom,Telecommunications,Demo Supplier 018,1164.49
spend_b87a33b2d5ab21b6,4,Demo Southern Support,South,Spain,2025,IT and telecom,Telecommunications,Demo Supplier 019,14037.08
spend_764d0ebb7193181f,3,Demo Southern Support,South,Spain,2025,IT and telecom,Telecommunications,Demo Supplier 020,5709.2
spend_12ac0bc4a892f796,1,Demo Southern Support,South,Spain,2025,Logistics,Freight and courier,Demo Supplier 021,7876.47
spend_50aa63b05e6286fb,1,Demo Southern Support,South,Spain,2025,Logistics,Freight and courier,Demo Supplier 022,8481.06
spend_99cf980b0f3cd45f,6,Demo Southern Support,South,Spain,2025,Logistics,Freight and courier,Demo Supplier 023,45259.74
spend_bd94bf8b11e9310c,3,Demo Southern Support,South,Spain,2025,Logistics,Freight and courier,Demo Supplier 024,31880.64
spend_ad601786bcd39854,3,Demo Southern Support,South,Spain,2025,Marketing,Advertising and media,Demo Supplier 045,16213.91
spend_691947acdeb2780e,1,Demo Southern Support,South,Spain,2025,Marketing,Advertising and media,Demo Supplier 046,1789.44
spend_36166cc89a2b22ef,2,Demo Southern Support,South,Spain,2025,Marketing,Advertising and media,Demo Supplier 047,10652.72
spend_2348ae8354a042d8,2,Demo Southern Support,South,Spain,2025,Marketing,Advertising and media,Demo Supplier 048,10525.86
spend_e7432a490f25cf09,2,Demo Southern Support,South,Spain,2025,Office,Office supplies,Demo Supplier 053,893
spend_3690ea14df8069da,3,Demo Southern Support,South,Spain,2025,Office,Office supplies,Demo Supplier 054,4197.53
spend_63893fe1765363dc,2,Demo Southern Support,South,Spain,2025,Office,Office supplies,Demo Supplier 055,1289.09
spend_8dbe77938f0e24c2,3,Demo Southern Support,South,Spain,2025,Office,Office supplies,Demo Supplier 056,1502.84
spend_9d50cc01016593c1,1,Demo Southern Support,South,Spain,2025,People,Recruitment,Demo Supplier 035,5250.19
spend_ef09f53958f6f58a,1,Demo Southern Support,South,Spain,2025,People,Recruitment,Demo Supplier 036,6558.32
spend_f69324caef207bc9,2,Demo Southern Support,South,Spain,2025,People,Temporary labour,Demo Supplier 041,27200.6
spend_de55a076a47720fa,1,Demo Southern Support,South,Spain,2025,People,Temporary labour,Demo Supplier 042,13532.58
spend_b5bd95791afa9986,2,Demo Southern Support,South,Spain,2025,People,Temporary labour,Demo Supplier 043,3447.35
spend_16c00c5355fb7d9f,1,Demo Southern Support,South,Spain,2025,People,Temporary labour,Demo Supplier 044,10623.81
spend_a44ac97676585e3b,1,Demo Southern Support,South,Spain,2025,People,Training,Demo Supplier 037,1113.53
spend_3a93ff64ce5b17fb,3,Demo Southern Support,South,Spain,2025,People,Training,Demo Supplier 038,7566.35
spend_045ce4a76c95a8f0,1,Demo Southern Support,South,Spain,2025,People,Training,Demo Supplier 039,1064.79
spend_7efdb8ee4ad959a5,2,Demo Southern Support,South,Spain,2025,People,Training,Demo Supplier 040,4784.05
spend_a0ed59490fc90be6,2,Demo Southern Support,South,Spain,2025,Professional services,Consulting,Demo Supplier 025,9479.43
spend_4034d392dde3b395,1,Demo Southern Support,South,Spain,2025,Professional services,Consulting,Demo Supplier 026,31571.53
spend_2ae1926103addee2,2,Demo Southern Support,South,Spain,2025,Professional services,Consulting,Demo Supplier 027,14437.46
spend_98e063f2f7e9858f,1,Demo Southern Support,South,Spain,2025,Professional services,Consulting,Demo Supplier 028,-5327.58
spend_290534599960870e,2,Demo Southern Support,South,Spain,2025,Professional services,Legal and audit,Demo Supplier 030,11508.37
spend_163bf0d8e8a024fe,2,Demo Southern Support,South,Spain,2025,Professional services,Legal and audit,Demo Supplier 031,13427.42
spend_ab79bea28b954430,2,Demo Southern Support,South,Spain,2025,Utilities,Electricity and gas,Demo Supplier 049,28810.42
spend_e41f204357090255,3,Demo Southern Support,South,Spain,2025,Utilities,Electricity and gas,Demo Supplier 050,12827.28
spend_b0c9545404d2afc2,3,Demo Southern Support,South,Spain,2025,Utilities,Electricity and gas,Demo Supplier 051,17196.17
spend_d60e90ec2071aec9,1,Demo Southern Support,South,Spain,2025,Utilities,Electricity and gas,Demo Supplier 052,4626.65
spend_1078668f01e60198,3,Demo UK Operations,North,United Kingdom,2024,Facilities,Building maintenance,Demo Supplier 001,21910.48
spend_66ed38079d910357,1,Demo UK Operations,North,United Kingdom,2024,Facilities,Building maintenance,Demo Supplier 002,1950.94
spend_cb3556aadf936459,1,Demo UK Operations,North,United Kingdom,2024,Facilities,Building maintenance,Demo Supplier 003,2760.63
spend_08ef61b015b42e80,5,Demo UK Operations,North,United Kingdom,2024,Facilities,Building maintenance,Demo Supplier 004,38502.81
spend_271b382b36ccb1ef,1,Demo UK Operations,North,United Kingdom,2024,Facilities,Cleaning and security,Demo Supplier 005,3221.76
spend_e5a5555a2a25cd76,3,Demo UK Operations,North,United Kingdom,2024,Facilities,Cleaning and security,Demo Supplier 006,8638.32
spend_845680df8f999ebd,5,Demo UK Operations,North,United Kingdom,2024,Facilities,Cleaning and security,Demo Supplier 007,18561
spend_bb04e332cacd91e8,1,Demo UK Operations,North,United Kingdom,2024,Facilities,Cleaning and security,Demo Supplier 008,2436.24
spend_c7631130ae8b090a,2,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Hardware,Demo Supplier 013,12146.1
spend_df9978049e3d01c5,9,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Hardware,Demo Supplier 014,44579.34
spend_eb17996654b0884a,5,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Hardware,Demo Supplier 015,28958.53
spend_1b4c02f2e52e838d,3,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Hardware,Demo Supplier 016,12112.43
spend_c86b47f9cc3c66dc,8,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Software licensing,Demo Supplier 009,51044.43
spend_aeb871e30395303c,2,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Software licensing,Demo Supplier 010,5545.07
spend_cc36f9826cfdea0d,6,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Software licensing,Demo Supplier 011,33534.45
spend_076436cb404196ac,2,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Software licensing,Demo Supplier 012,10643.52
spend_9cd882cf7f52746d,4,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Telecommunications,Demo Supplier 017,10884.88
spend_e2d80e403a6c32df,5,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Telecommunications,Demo Supplier 018,33281.54
spend_b778df29d535c3ee,1,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Telecommunications,Demo Supplier 019,1493.88
spend_debc724503cf3850,4,Demo UK Operations,North,United Kingdom,2024,IT and telecom,Telecommunications,Demo Supplier 020,14605.8
spend_a5c271f874166e33,7,Demo UK Operations,North,United Kingdom,2024,Logistics,Freight and courier,Demo Supplier 021,53902.03
spend_fc5920528b2cee2d,3,Demo UK Operations,North,United Kingdom,2024,Logistics,Freight and courier,Demo Supplier 022,23326.04
spend_178304746be1b969,5,Demo UK Operations,North,United Kingdom,2024,Logistics,Freight and courier,Demo Supplier 023,42767.32
spend_2e7262c88324d28b,5,Demo UK Operations,North,United Kingdom,2024,Logistics,Freight and courier,Demo Supplier 024,31116.14
spend_82a381abac8bb3f4,3,Demo UK Operations,North,United Kingdom,2024,Marketing,Advertising and media,Demo Supplier 045,16563.76
spend_b25e7788c37526d8,4,Demo UK Operations,North,United Kingdom,2024,Marketing,Advertising and media,Demo Supplier 046,27633.6
spend_d1d48bfdb0b8b791,2,Demo UK Operations,North,United Kingdom,2024,Marketing,Advertising and media,Demo Supplier 047,2912.94
spend_6c2eb4c837c65365,2,Demo UK Operations,North,United Kingdom,2024,Marketing,Advertising and media,Demo Supplier 048,8035.14
spend_8b18e3a2080ef7cc,3,Demo UK Operations,North,United Kingdom,2024,Office,Office supplies,Demo Supplier 053,4823.55
spend_73339b5f77ababa1,10,Demo UK Operations,North,United Kingdom,2024,Office,Office supplies,Demo Supplier 054,9055.1
spend_268375ec787d0628,3,Demo UK Operations,North,United Kingdom,2024,Office,Office supplies,Demo Supplier 055,10374.98
spend_ec03ea9ab2bab23f,1,Demo UK Operations,North,United Kingdom,2024,Office,Office supplies,Demo Supplier 056,1934.54
spend_bf8a76670375afa9,2,Demo UK Operations,North,United Kingdom,2024,People,Recruitment,Demo Supplier 033,3728.51
spend_b8bcd0d499642ee4,1,Demo UK Operations,North,United Kingdom,2024,People,Recruitment,Demo Supplier 034,2120.99
spend_203550235d167c26,3,Demo UK Operations,North,United Kingdom,2024,People,Recruitment,Demo Supplier 035,22201.07
spend_6915757a331422e1,3,Demo UK Operations,North,United Kingdom,2024,People,Recruitment,Demo Supplier 036,6845.14
spend_2514bb3d798acfba,1,Demo UK Operations,North,United Kingdom,2024,People,Temporary labour,Demo Supplier 041,2907.66
spend_13ccb9e04e4802e2,1,Demo UK Operations,North,United Kingdom,2024,People,Temporary labour,Demo Supplier 042,5749.03
spend_5113ccbda7d3d0dc,2,Demo UK Operations,North,United Kingdom,2024,People,Temporary labour,Demo Supplier 043,29267.97
spend_c1f0c573e3ea22d5,4,Demo UK Operations,North,United Kingdom,2024,People,Temporary labour,Demo Supplier 044,22867.98
spend_3b6b21a3ed1ab8b3,4,Demo UK Operations,North,United Kingdom,2024,People,Training,Demo Supplier 038,3757.76
spend_8b93c7a5ebc569ce,2,Demo UK Operations,North,United Kingdom,2024,People,Training,Demo Supplier 039,6413.08
spend_e60acf7aebb20586,3,Demo UK Operations,North,United Kingdom,2024,People,Training,Demo Supplier 040,4697.97
spend_8e4b37b8a396dd4b,4,Demo UK Operations,North,United Kingdom,2024,Professional services,Consulting,Demo Supplier 025,46443.32
spend_ce01997554c2feb2,3,Demo UK Operations,North,United Kingdom,2024,Professional services,Consulting,Demo Supplier 026,37621.57
spend_1edc1da5dea74cb2,6,Demo UK Operations,North,United Kingdom,2024,Professional services,Consulting,Demo Supplier 027,80339.57
spend_80966aa13567215f,5,Demo UK Operations,North,United Kingdom,2024,Professional services,Consulting,Demo Supplier 028,35257.57
spend_2293014b207045c0,3,Demo UK Operations,North,United Kingdom,2024,Professional services,Legal and audit,Demo Supplier 029,22865.65
spend_c0bd3f34d63ffc1e,1,Demo UK Operations,North,United Kingdom,2024,Professional services,Legal and audit,Demo Supplier 030,6736.81
spend_eb91d405bc8541f7,1,Demo UK Operations,North,United Kingdom,2024,Professional services,Legal and audit,Demo Supplier 031,2779.94
spend_47dc59e068bee126,3,Demo UK Operations,North,United Kingdom,2024,Professional services,Legal and audit,Demo Supplier 032,15654.47
spend_d2642aa85c99c1ef,7,Demo UK Operations,North,United Kingdom,2024,Utilities,Electricity and gas,Demo Supplier 049,115069.05
